corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,msense_w,status,fb_v,sns1_v,sns2_v,det_v,i_mkfb_a,dvsns_v,vref_2ms_v,vref_3ms_v,vref_settle_delta_v,vbeq3_2ms_v,vbeq3_3ms_v
fs,hbt_typ,mos_fs,res_typ,-40,3.30,10u,PASS,2.43849e+00,7.84667e-01,7.84704e-01,2.85957e-03,2.43850e-09,3.7e-05,1.04776e+00,1.04776e+00,0,7.85201e-01,7.85201e-01
fs,hbt_typ,mos_fs,res_typ,-40,3.63,10u,PASS,2.76867e+00,7.84690e-01,7.84780e-01,3.14979e-03,2.76868e-09,9e-05,1.04813e+00,1.04813e+00,0,7.85228e-01,7.85228e-01
fs,hbt_typ,mos_fs,res_typ,-20,2.97,10u,PASS,2.11617e+00,7.62247e-01,7.62186e-01,3.17831e-03,2.11618e-09,6.1e-05,1.04795e+00,1.04795e+00,0,7.62768e-01,7.62768e-01
fs,hbt_typ,mos_fs,res_typ,-20,3.30,10u,PASS,2.44634e+00,7.62275e-01,7.62277e-01,3.53771e-03,2.44635e-09,2e-06,1.04842e+00,1.04842e+00,0,7.62802e-01,7.62802e-01
fs,hbt_typ,mos_fs,res_typ,-20,3.63,10u,PASS,2.77653e+00,7.62296e-01,7.62350e-01,3.89862e-03,2.77654e-09,5.4e-05,1.04878e+00,1.04878e+00,0,7.62828e-01,7.62828e-01
fs,hbt_typ,mos_fs,res_typ,0,2.97,10u,PASS,2.12486e+00,7.39512e-01,7.39415e-01,3.94276e-03,2.12488e-09,9.7e-05,1.04840e+00,1.04840e+00,0,7.40023e-01,7.40023e-01
fs,hbt_typ,mos_fs,res_typ,0,3.30,10u,PASS,2.45503e+00,7.39539e-01,7.39505e-01,4.39133e-03,2.45506e-09,3.4e-05,1.04887e+00,1.04887e+00,0,7.40057e-01,7.40057e-01
fs,hbt_typ,mos_fs,res_typ,0,3.63,10u,PASS,2.78523e+00,7.39560e-01,7.39575e-01,4.84243e-03,2.78527e-09,1.5e-05,1.04922e+00,1.04922e+00,0,7.40082e-01,7.40082e-01
fs,hbt_typ,mos_fs,res_typ,27,2.97,10u,PASS,2.13786e+00,7.08292e-01,7.08146e-01,5.28177e-03,2.13804e-09,0.000146,1.04871e+00,1.04871e+00,0,7.08786e-01,7.08786e-01
fs,hbt_typ,mos_fs,res_typ,27,3.30,10u,PASS,2.46805e+00,7.08319e-01,7.08234e-01,5.88956e-03,2.46825e-09,8.5e-05,1.04918e+00,1.04918e+00,0,7.08820e-01,7.08820e-01
fs,hbt_typ,mos_fs,res_typ,27,3.63,10u,PASS,2.79827e+00,7.08338e-01,7.08299e-01,6.50244e-03,2.79851e-09,3.9e-05,1.04950e+00,1.04950e+00,0,7.08843e-01,7.08843e-01
fs,hbt_typ,mos_fs,res_typ,50,2.97,10u,PASS,2.15008e+00,6.81230e-01,6.81041e-01,6.76336e-03,2.15097e-09,0.000189,1.04871e+00,1.04871e+00,0,6.81706e-01,6.81706e-01
fs,hbt_typ,mos_fs,res_typ,50,3.30,10u,PASS,2.48027e+00,6.81256e-01,6.81127e-01,7.55209e-03,2.48131e-09,0.000129,1.04918e+00,1.04918e+00,0,6.81741e-01,6.81741e-01
fs,hbt_typ,mos_fs,res_typ,50,3.63,10u,PASS,2.81051e+00,6.81273e-01,6.81186e-01,8.35001e-03,2.81172e-09,8.7e-05,1.04947e+00,1.04947e+00,0,6.81762e-01,6.81762e-01
fs,hbt_typ,mos_fs,res_typ,75,2.97,10u,PASS,2.16452e+00,6.51338e-01,6.51101e-01,8.80425e-03,2.16894e-09,0.000237,1.04845e+00,1.04845e+00,0,6.51794e-01,6.51794e-01
fs,hbt_typ,mos_fs,res_typ,75,3.30,10u,PASS,2.49472e+00,6.51364e-01,6.51185e-01,9.85094e-03,2.49985e-09,0.000179,1.04892e+00,1.04892e+00,0,6.51828e-01,6.51828e-01
fs,hbt_typ,mos_fs,res_typ,75,3.63,10u,PASS,2.82498e+00,6.51379e-01,6.51237e-01,1.09149e-02,2.83093e-09,0.000142,1.04916e+00,1.04916e+00,0,6.51845e-01,6.51845e-01
fs,hbt_typ,mos_fs,res_typ,100,2.97,10u,PASS,2.18016e+00,6.20960e-01,6.20673e-01,1.13673e-02,2.19908e-09,0.000287,1.04793e+00,1.04793e+00,0,6.21391e-01,6.21391e-01
fs,hbt_typ,mos_fs,res_typ,100,3.30,10u,PASS,2.51038e+00,6.20984e-01,6.20753e-01,1.27530e-02,2.53217e-09,0.000231,1.04839e+00,1.04839e+00,0,6.21424e-01,6.21424e-01
fs,hbt_typ,mos_fs,res_typ,100,3.63,10u,PASS,2.84066e+00,6.20996e-01,6.20795e-01,1.41708e-02,2.86584e-09,0.000201,1.04858e+00,1.04858e+00,0,6.21439e-01,6.21439e-01
fs,hbt_typ,mos_fs,res_typ,125,2.97,10u,PASS,2.19701e+00,5.90101e-01,5.89764e-01,1.45147e-02,2.26831e-09,0.000337,1.04717e+00,1.04717e+00,0,5.90506e-01,5.90506e-01
fs,hbt_typ,mos_fs,res_typ,125,3.30,10u,PASS,2.52724e+00,5.90124e-01,5.89840e-01,1.63409e-02,2.60907e-09,0.000284,1.04761e+00,1.04761e+00,0,5.90538e-01,5.90538e-01
