point,mismatch_mode,draw_index,seed,corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,msense_w,status,fb_v,sns1_v,sns2_v,det_v,i_mkfb_a,dvsns_v,vref_v
negctrl,negctrl,20,20260929,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,21,20260930,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,22,20260931,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,23,20260932,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,24,20260933,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,25,20260934,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,26,20260935,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,27,20260936,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,28,20260937,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,29,20260938,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,30,20260939,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,31,20260940,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,32,20260941,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,33,20260942,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,34,20260943,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,35,20260944,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,36,20260945,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,37,20260946,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,38,20260947,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,39,20260948,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,40,20260949,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,41,20260950,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,42,20260951,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,43,20260952,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,44,20260953,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,45,20260954,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,46,20260955,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,47,20260956,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,48,20260957,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,49,20260958,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,50,20260959,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,51,20260960,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,52,20260961,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,53,20260962,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,54,20260963,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,55,20260964,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,56,20260965,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,57,20260966,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,58,20260967,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,59,20260968,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,60,20260969,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,61,20260970,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,62,20260971,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,63,20260972,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,64,20260973,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,65,20260974,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,66,20260975,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,67,20260976,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,68,20260977,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,69,20260978,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,70,20260979,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,71,20260980,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,72,20260981,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,73,20260982,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,74,20260983,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,75,20260984,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,76,20260985,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,77,20260986,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,78,20260987,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,79,20260988,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,80,20260989,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,81,20260990,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,82,20260991,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,83,20260992,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,84,20260993,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,85,20260994,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,86,20260995,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,87,20260996,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,88,20260997,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,89,20260998,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,90,20260999,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,91,20261000,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,92,20261001,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,93,20261002,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,94,20261003,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,95,20261004,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,96,20261005,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,97,20261006,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,98,20261007,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,99,20261008,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,100,20261009,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,101,20261010,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,102,20261011,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,103,20261012,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,104,20261013,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,105,20261014,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,106,20261015,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,107,20261016,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,108,20261017,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,109,20261018,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,110,20261019,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,111,20261020,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,112,20261021,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,113,20261022,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,114,20261023,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,115,20261024,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,116,20261025,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,117,20261026,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,118,20261027,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,119,20261028,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,120,20261029,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,121,20261030,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,122,20261031,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,123,20261032,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,124,20261033,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,125,20261034,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,126,20261035,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,127,20261036,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,128,20261037,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,129,20261038,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,130,20261039,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,131,20261040,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,132,20261041,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,133,20261042,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,134,20261043,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,135,20261044,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,136,20261045,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,137,20261046,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,138,20261047,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,139,20261048,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,140,20261049,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,141,20261050,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,142,20261051,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,143,20261052,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,144,20261053,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,145,20261054,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,146,20261055,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,147,20261056,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,148,20261057,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,149,20261058,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,150,20261059,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,151,20261060,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,152,20261061,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
negctrl,negctrl,153,20261062,typ,hbt_typ,mos_tt,res_typ,27,3.30,10u,PASS,2.496820e+00,7.081423e-01,7.077483e-01,8.540006e-03,9.682206e-14,0.000394,1.047339e+00
