corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,status,vref_v,vpexfb_v,vbe_q1_v,vbe_q2_v,vbe_q3_v,dvbe_ptat_v,i_leg1_a,i_leg2_a,i_leg3_a,r1_ohm,r2_ohm
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.30,PASS,1.170795e+00,2.387118e+00,7.962320e-01,7.540507e-01,7.966857e-01,4.218130e-02,5.082294e-06,5.148467e-06,5.195883e-06,7.200110e+04,1.170782e+04
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.63,PASS,1.172072e+00,2.717118e+00,7.962937e-01,7.541137e-01,7.967520e-01,4.218000e-02,5.097593e-06,5.164431e-06,5.212695e-06,7.200114e+04,1.170781e+04
wcs,hbt_wcs,mos_ss,res_wcs,27,2.97,PASS,1.091338e+00,2.109410e+00,7.164064e-01,6.614627e-01,7.168391e-01,5.494370e-02,5.068653e-06,5.119358e-06,5.151600e-06,7.269565e+04,1.181838e+04
wcs,hbt_wcs,mos_ss,res_wcs,27,3.30,PASS,1.092552e+00,2.439410e+00,7.164792e-01,6.615371e-01,7.169197e-01,5.494210e-02,5.082507e-06,5.133758e-06,5.167192e-06,7.269563e+04,1.181836e+04
wcs,hbt_wcs,mos_ss,res_wcs,27,3.63,PASS,1.093716e+00,2.769410e+00,7.165521e-01,6.616116e-01,7.169967e-01,5.494050e-02,5.096430e-06,5.148215e-06,5.182139e-06,7.269572e+04,1.181837e+04
wcs,hbt_wcs,mos_ss,res_wcs,125,2.97,PASS,9.716210e-01,2.207651e+00,5.908938e-01,5.167560e-01,5.912703e-01,7.413780e-02,5.073776e-06,5.109271e-06,5.127292e-06,7.418160e+04,1.205612e+04
wcs,hbt_wcs,mos_ss,res_wcs,125,3.30,PASS,9.727068e-01,2.537651e+00,5.909791e-01,5.168431e-01,5.913638e-01,7.413600e-02,5.085853e-06,5.121745e-06,5.140668e-06,7.418160e+04,1.205613e+04
wcs,hbt_wcs,mos_ss,res_wcs,125,3.63,PASS,9.737516e-01,2.867651e+00,5.910679e-01,5.169341e-01,5.914536e-01,7.413380e-02,5.098454e-06,5.134812e-06,5.153542e-06,7.418160e+04,1.205612e+04
sf,hbt_typ,mos_sf,res_typ,-40,2.97,PASS,1.133377e+00,2.141867e+00,7.900467e-01,7.479994e-01,7.906843e-01,4.204730e-02,5.074597e-06,5.164261e-06,5.235072e-06,6.546093e+04,1.064938e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.30,PASS,1.134625e+00,2.471867e+00,7.901103e-01,7.480646e-01,7.907545e-01,4.204570e-02,5.090396e-06,5.180841e-06,5.253054e-06,6.546106e+04,1.064939e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.63,PASS,1.135824e+00,2.801867e+00,7.901733e-01,7.481291e-01,7.908219e-01,4.204420e-02,5.106077e-06,5.197274e-06,5.270351e-06,6.546093e+04,1.064937e+04
sf,hbt_typ,mos_sf,res_typ,27,2.97,PASS,1.052839e+00,2.193132e+00,7.084638e-01,6.536636e-01,7.091092e-01,5.480020e-02,5.076172e-06,5.147410e-06,5.200751e-06,6.609234e+04,1.074968e+04
sf,hbt_typ,mos_sf,res_typ,27,3.30,PASS,1.053974e+00,2.523132e+00,7.085379e-01,6.537394e-01,7.091906e-01,5.479850e-02,5.090326e-06,5.162170e-06,5.216691e-06,6.609236e+04,1.074968e+04
sf,hbt_typ,mos_sf,res_typ,27,3.63,PASS,1.055066e+00,2.853132e+00,7.086124e-01,6.538156e-01,7.092688e-01,5.479680e-02,5.104584e-06,5.177039e-06,5.232033e-06,6.609232e+04,1.074968e+04
sf,hbt_typ,mos_sf,res_typ,125,2.97,PASS,9.294449e-01,2.289686e+00,5.802275e-01,5.062411e-01,5.808389e-01,7.398640e-02,5.081505e-06,5.133683e-06,5.168912e-06,6.744282e+04,1.096552e+04
sf,hbt_typ,mos_sf,res_typ,125,3.30,PASS,9.304585e-01,2.619686e+00,5.803144e-01,5.063298e-01,5.809333e-01,7.398460e-02,5.093829e-06,5.146452e-06,5.182541e-06,6.744282e+04,1.096552e+04
sf,hbt_typ,mos_sf,res_typ,125,3.63,PASS,9.314396e-01,2.949686e+00,5.804052e-01,5.064231e-01,5.810245e-01,7.398210e-02,5.106747e-06,5.159916e-06,5.195736e-06,6.744282e+04,1.096553e+04
fs,hbt_typ,mos_fs,res_typ,-40,2.97,PASS,1.130838e+00,2.085438e+00,7.900264e-01,7.479163e-01,7.905406e-01,4.211010e-02,5.069577e-06,5.143207e-06,5.198476e-06,6.546099e+04,1.064939e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.30,PASS,1.132060e+00,2.415438e+00,7.900892e-01,7.479806e-01,7.906099e-01,4.210860e-02,5.085131e-06,5.159485e-06,5.216092e-06,6.546090e+04,1.064938e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.63,PASS,1.133235e+00,2.745438e+00,7.901512e-01,7.480441e-01,7.906763e-01,4.210710e-02,5.100561e-06,5.175612e-06,5.233027e-06,6.546091e+04,1.064939e+04
fs,hbt_typ,mos_fs,res_typ,27,2.97,PASS,1.050588e+00,2.137387e+00,7.084384e-01,6.535686e-01,7.089469e-01,5.486980e-02,5.071327e-06,5.128980e-06,5.169150e-06,6.609232e+04,1.074968e+04
fs,hbt_typ,mos_fs,res_typ,27,3.30,PASS,1.051702e+00,2.467387e+00,7.085115e-01,6.536434e-01,7.090274e-01,5.486810e-02,5.085275e-06,5.143491e-06,5.184793e-06,6.609224e+04,1.074968e+04
fs,hbt_typ,mos_fs,res_typ,27,3.63,PASS,1.052774e+00,2.797387e+00,7.085849e-01,6.537185e-01,7.091045e-01,5.486640e-02,5.099321e-06,5.158103e-06,5.199840e-06,6.609232e+04,1.074969e+04
fs,hbt_typ,mos_fs,res_typ,125,2.97,PASS,9.274614e-01,2.235065e+00,5.801924e-01,5.061297e-01,5.806535e-01,7.406270e-02,5.076533e-06,5.117695e-06,5.142250e-06,6.744283e+04,1.096552e+04
fs,hbt_typ,mos_fs,res_typ,125,3.30,PASS,9.284583e-01,2.565065e+00,5.802782e-01,5.062173e-01,5.807468e-01,7.406090e-02,5.088688e-06,5.130264e-06,5.155649e-06,6.744282e+04,1.096552e+04
fs,hbt_typ,mos_fs,res_typ,125,3.63,PASS,9.294227e-01,2.895065e+00,5.803678e-01,5.063094e-01,5.808368e-01,7.405840e-02,5.101425e-06,5.143512e-06,5.168614e-06,6.744282e+04,1.096552e+04
