corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,status,vref_v,vpexfb_v,vbe_q1_v,vbe_q2_v,vbe_q3_v,dvbe_ptat_v,i_leg1_a,i_leg2_a,i_leg3_a,r1_ohm,r2_ohm
wcs,hbt_wcs,mos_ss,res_wcs,125,3.30,PASS,9.732756e-01,2.537651e+00,5.909659e-01,5.168386e-01,5.913600e-01,7.412730e-02,5.083976e-06,5.121092e-06,5.140125e-06,7.430084e+04,1.206602e+04
wcs,hbt_wcs,mos_ss,res_wcs,125,3.63,PASS,9.743217e-01,2.867651e+00,5.910547e-01,5.169296e-01,5.914498e-01,7.412510e-02,5.096570e-06,5.134156e-06,5.152997e-06,7.430082e+04,1.206601e+04
sf,hbt_typ,mos_sf,res_typ,-40,2.97,PASS,1.133949e+00,2.141867e+00,7.900363e-01,7.479959e-01,7.906813e-01,4.204040e-02,5.072015e-06,5.163360e-06,5.234315e-06,6.558025e+04,1.065928e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.30,PASS,1.135198e+00,2.471867e+00,7.900999e-01,7.480611e-01,7.907516e-01,4.203880e-02,5.087801e-06,5.179935e-06,5.252294e-06,6.558018e+04,1.065928e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.63,PASS,1.136400e+00,2.801867e+00,7.901629e-01,7.481255e-01,7.908189e-01,4.203740e-02,5.103469e-06,5.196364e-06,5.269588e-06,6.558029e+04,1.065928e+04
sf,hbt_typ,mos_sf,res_typ,27,2.97,PASS,1.053412e+00,2.193132e+00,7.084519e-01,6.536595e-01,7.091058e-01,5.479240e-02,5.073911e-06,5.146622e-06,5.200090e-06,6.621158e+04,1.075958e+04
sf,hbt_typ,mos_sf,res_typ,27,3.30,PASS,1.054548e+00,2.523132e+00,7.085260e-01,6.537353e-01,7.091873e-01,5.479070e-02,5.088054e-06,5.161378e-06,5.216028e-06,6.621144e+04,1.075959e+04
sf,hbt_typ,mos_sf,res_typ,27,3.63,PASS,1.055642e+00,2.853132e+00,7.086004e-01,6.538115e-01,7.092654e-01,5.478890e-02,5.102302e-06,5.176245e-06,5.231368e-06,6.621148e+04,1.075958e+04
sf,hbt_typ,mos_sf,res_typ,125,2.97,PASS,9.300197e-01,2.289686e+00,5.802141e-01,5.062365e-01,5.808351e-01,7.397760e-02,5.079598e-06,5.133019e-06,5.168355e-06,6.756204e+04,1.097541e+04
sf,hbt_typ,mos_sf,res_typ,125,3.30,PASS,9.310349e-01,2.619686e+00,5.803009e-01,5.063252e-01,5.809295e-01,7.397570e-02,5.091913e-06,5.145786e-06,5.181984e-06,6.756204e+04,1.097541e+04
sf,hbt_typ,mos_sf,res_typ,125,3.63,PASS,9.320175e-01,2.949686e+00,5.803917e-01,5.064185e-01,5.810206e-01,7.397320e-02,5.104824e-06,5.159247e-06,5.195178e-06,6.756205e+04,1.097542e+04
fs,hbt_typ,mos_fs,res_typ,-40,2.97,PASS,1.131406e+00,2.085438e+00,7.900161e-01,7.479128e-01,7.905377e-01,4.210330e-02,5.067032e-06,5.142321e-06,5.197733e-06,6.558019e+04,1.065927e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.30,PASS,1.132631e+00,2.415438e+00,7.900789e-01,7.479771e-01,7.906070e-01,4.210180e-02,5.082573e-06,5.158594e-06,5.215346e-06,6.558031e+04,1.065928e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.63,PASS,1.133807e+00,2.745438e+00,7.901409e-01,7.480406e-01,7.906734e-01,4.210030e-02,5.097991e-06,5.174717e-06,5.232278e-06,6.558015e+04,1.065927e+04
fs,hbt_typ,mos_fs,res_typ,27,2.97,PASS,1.051158e+00,2.137387e+00,7.084267e-01,6.535646e-01,7.089436e-01,5.486210e-02,5.069097e-06,5.128204e-06,5.168501e-06,6.621154e+04,1.075958e+04
fs,hbt_typ,mos_fs,res_typ,27,3.30,PASS,1.052274e+00,2.467387e+00,7.084997e-01,6.536394e-01,7.090240e-01,5.486030e-02,5.083035e-06,5.142710e-06,5.184141e-06,6.621155e+04,1.075958e+04
fs,hbt_typ,mos_fs,res_typ,27,3.63,PASS,1.053347e+00,2.797387e+00,7.085731e-01,6.537145e-01,7.091012e-01,5.485860e-02,5.097070e-06,5.157319e-06,5.199185e-06,6.621149e+04,1.075958e+04
fs,hbt_typ,mos_fs,res_typ,125,2.97,PASS,9.280337e-01,2.235065e+00,5.801791e-01,5.061252e-01,5.806497e-01,7.405390e-02,5.074650e-06,5.117040e-06,5.141703e-06,6.756205e+04,1.097541e+04
fs,hbt_typ,mos_fs,res_typ,125,3.30,PASS,9.290322e-01,2.565065e+00,5.802648e-01,5.062127e-01,5.807430e-01,7.405210e-02,5.086798e-06,5.129606e-06,5.155101e-06,6.756205e+04,1.097542e+04
fs,hbt_typ,mos_fs,res_typ,125,3.63,PASS,9.299980e-01,2.895065e+00,5.803544e-01,5.063048e-01,5.808330e-01,7.404960e-02,5.099527e-06,5.142852e-06,5.168064e-06,6.756205e+04,1.097543e+04
