corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,status,vref_v,vpexfb_v,vbe_q1_v,vbe_q2_v,vbe_q3_v,dvbe_ptat_v,i_leg1_a,i_leg2_a,i_leg3_a,r1_ohm,r2_ohm
typ,hbt_typ,mos_tt,res_typ,-40,2.97,PASS,1.239227e+00,2.113651e+00,7.900478e-01,7.476419e-01,7.899567e-01,4.240590e-02,5.074867e-06,5.074310e-06,5.052354e-06,8.892297e+04,1.062160e+04
typ,hbt_typ,mos_tt,res_typ,-40,3.30,PASS,1.240772e+00,2.443651e+00,7.901110e-01,7.477048e-01,7.900240e-01,4.240620e-02,5.090561e-06,5.090013e-06,5.068975e-06,8.892291e+04,1.062160e+04
typ,hbt_typ,mos_tt,res_typ,-40,3.63,PASS,1.242244e+00,2.773651e+00,7.901736e-01,7.477668e-01,7.900878e-01,4.240680e-02,5.106134e-06,5.105566e-06,5.084805e-06,8.892302e+04,1.062160e+04
typ,hbt_typ,mos_tt,res_typ,27,2.97,PASS,1.162276e+00,2.165255e+00,7.084638e-01,6.532947e-01,7.083568e-01,5.516910e-02,5.076177e-06,5.076209e-06,5.055803e-06,8.978182e+04,1.072190e+04
typ,hbt_typ,mos_tt,res_typ,27,3.30,PASS,1.163692e+00,2.495255e+00,7.085375e-01,6.533679e-01,7.084351e-01,5.516960e-02,5.090241e-06,5.090266e-06,5.070707e-06,8.978174e+04,1.072190e+04
typ,hbt_typ,mos_tt,res_typ,27,3.63,PASS,1.165040e+00,2.825255e+00,7.086114e-01,6.534415e-01,7.085095e-01,5.516990e-02,5.104407e-06,5.104426e-06,5.084888e-06,8.978182e+04,1.072189e+04
typ,hbt_typ,mos_tt,res_typ,125,2.97,PASS,1.043964e+00,2.262368e+00,5.802243e-01,5.058780e-01,5.800970e-01,7.434630e-02,5.081046e-06,5.081748e-06,5.063035e-06,9.161837e+04,1.093775e+04
typ,hbt_typ,mos_tt,res_typ,125,3.30,PASS,1.045238e+00,2.592368e+00,5.803106e-01,5.059639e-01,5.801883e-01,7.434670e-02,5.093294e-06,5.093988e-06,5.075944e-06,9.161837e+04,1.093774e+04
typ,hbt_typ,mos_tt,res_typ,125,3.63,PASS,1.046452e+00,2.922368e+00,5.804008e-01,5.060544e-01,5.802751e-01,7.434640e-02,5.106130e-06,5.106909e-06,5.088248e-06,9.161835e+04,1.093773e+04
bcs,hbt_bcs,mos_ff,res_bcs,-40,2.97,PASS,1.190207e+00,2.169966e+00,7.853339e-01,7.429687e-01,7.852513e-01,4.236520e-02,5.080264e-06,5.079959e-06,5.059774e-06,8.003435e+04,9.563168e+03
bcs,hbt_bcs,mos_ff,res_bcs,-40,3.30,PASS,1.191613e+00,2.499966e+00,7.853979e-01,7.430324e-01,7.853188e-01,4.236550e-02,5.096194e-06,5.095890e-06,5.076500e-06,8.003431e+04,9.563158e+03
bcs,hbt_bcs,mos_ff,res_bcs,-40,3.63,PASS,1.192957e+00,2.829966e+00,7.854613e-01,7.430954e-01,7.853830e-01,4.236590e-02,5.112020e-06,5.111701e-06,5.092487e-06,8.003437e+04,9.563177e+03
bcs,hbt_bcs,mos_ff,res_bcs,27,2.97,PASS,1.111375e+00,2.220889e+00,7.023512e-01,6.472200e-01,7.022542e-01,5.513120e-02,5.081445e-06,5.081711e-06,5.062926e-06,8.080719e+04,9.653205e+03
bcs,hbt_bcs,mos_ff,res_bcs,27,3.30,PASS,1.112663e+00,2.550889e+00,7.024257e-01,6.472941e-01,7.023327e-01,5.513160e-02,5.095708e-06,5.095963e-06,5.077902e-06,8.080705e+04,9.653210e+03
bcs,hbt_bcs,mos_ff,res_bcs,27,3.63,PASS,1.113894e+00,2.880889e+00,7.025006e-01,6.473688e-01,7.024075e-01,5.513180e-02,5.110100e-06,5.110363e-06,5.092213e-06,8.080701e+04,9.653228e+03
bcs,hbt_bcs,mos_ff,res_bcs,125,2.97,PASS,9.899882e-01,2.316882e+00,5.720161e-01,4.977050e-01,5.719008e-01,7.431110e-02,5.086547e-06,5.087465e-06,5.070198e-06,8.245978e+04,9.847144e+03
bcs,hbt_bcs,mos_ff,res_bcs,125,3.30,PASS,9.911474e-01,2.646882e+00,5.721035e-01,4.977920e-01,5.719922e-01,7.431150e-02,5.098968e-06,5.099880e-06,5.083148e-06,8.245977e+04,9.847134e+03
