corner_label,hbt_section,mos_section,res_section,temp_c,vdd_v,status,vref_v,vpexfb_v,vbe_q1_v,vbe_q2_v,vbe_q3_v,dvbe_ptat_v,i_leg1_a,i_leg2_a,i_leg3_a,r1_ohm,r2_ohm
bcs,hbt_bcs,mos_ff,res_bcs,125,3.63,PASS,9.922594e-01,2.976882e+00,5.721951e-01,4.978842e-01,5.720796e-01,7.431090e-02,5.112034e-06,5.113066e-06,5.095573e-06,8.245977e+04,9.847145e+03
wcs,hbt_wcs,mos_ss,res_wcs,-40,2.97,PASS,1.289553e+00,2.057118e+00,7.961808e-01,7.537334e-01,7.960814e-01,4.244740e-02,5.069612e-06,5.068812e-06,5.045124e-06,9.781159e+04,1.168003e+04
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.30,PASS,1.291236e+00,2.387118e+00,7.962432e-01,7.537954e-01,7.961485e-01,4.244780e-02,5.085066e-06,5.084283e-06,5.061647e-06,9.781154e+04,1.168003e+04
wcs,hbt_wcs,mos_ss,res_wcs,-40,3.63,PASS,1.292833e+00,2.717118e+00,7.963049e-01,7.538565e-01,7.962120e-01,4.244840e-02,5.100379e-06,5.099571e-06,5.077324e-06,9.781156e+04,1.168004e+04
wcs,hbt_wcs,mos_ss,res_wcs,27,2.97,PASS,1.214911e+00,2.109410e+00,7.164191e-01,6.612106e-01,7.163021e-01,5.520850e-02,5.071070e-06,5.070874e-06,5.048871e-06,9.875651e+04,1.179059e+04
wcs,hbt_wcs,mos_ss,res_wcs,27,3.30,PASS,1.216455e+00,2.439410e+00,7.164919e-01,6.612829e-01,7.163804e-01,5.520900e-02,5.084936e-06,5.084738e-06,5.063715e-06,9.875647e+04,1.179060e+04
wcs,hbt_wcs,mos_ss,res_wcs,27,3.63,PASS,1.217918e+00,2.769410e+00,7.165648e-01,6.613553e-01,7.164543e-01,5.520950e-02,5.098870e-06,5.098655e-06,5.077779e-06,9.875650e+04,1.179060e+04
wcs,hbt_wcs,mos_ss,res_wcs,125,2.97,PASS,1.100314e+00,2.207651e+00,5.909082e-01,5.165249e-01,5.907690e-01,7.438330e-02,5.075817e-06,5.076309e-06,5.056155e-06,1.007772e+05,1.202833e+04
wcs,hbt_wcs,mos_ss,res_wcs,125,3.30,PASS,1.101704e+00,2.537651e+00,5.909936e-01,5.166097e-01,5.908603e-01,7.438390e-02,5.087902e-06,5.088386e-06,5.069041e-06,1.007772e+05,1.202835e+04
wcs,hbt_wcs,mos_ss,res_wcs,125,3.63,PASS,1.103021e+00,2.867651e+00,5.910824e-01,5.166985e-01,5.909466e-01,7.438390e-02,5.100512e-06,5.101049e-06,5.081252e-06,1.007772e+05,1.202833e+04
sf,hbt_typ,mos_sf,res_typ,-40,2.97,PASS,1.239448e+00,2.141867e+00,7.900581e-01,7.476521e-01,7.899664e-01,4.240600e-02,5.077416e-06,5.076854e-06,5.054731e-06,8.892295e+04,1.062160e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.30,PASS,1.241004e+00,2.471867e+00,7.901217e-01,7.477154e-01,7.900341e-01,4.240630e-02,5.093229e-06,5.092676e-06,5.071470e-06,8.892292e+04,1.062161e+04
sf,hbt_typ,mos_sf,res_typ,-40,3.63,PASS,1.242487e+00,2.801867e+00,7.901848e-01,7.477779e-01,7.900984e-01,4.240690e-02,5.108924e-06,5.108350e-06,5.087418e-06,8.892303e+04,1.062161e+04
sf,hbt_typ,mos_sf,res_typ,27,2.97,PASS,1.162496e+00,2.193132e+00,7.084767e-01,6.533075e-01,7.083690e-01,5.516920e-02,5.078641e-06,5.078672e-06,5.058120e-06,8.978178e+04,1.072190e+04
sf,hbt_typ,mos_sf,res_typ,27,3.30,PASS,1.163922e+00,2.523132e+00,7.085509e-01,6.533812e-01,7.084478e-01,5.516970e-02,5.092806e-06,5.092830e-06,5.073123e-06,8.978182e+04,1.072192e+04
sf,hbt_typ,mos_sf,res_typ,27,3.63,PASS,1.165279e+00,2.853132e+00,7.086253e-01,6.534553e-01,7.085226e-01,5.517000e-02,5.107076e-06,5.107094e-06,5.087404e-06,8.978182e+04,1.072191e+04
sf,hbt_typ,mos_sf,res_typ,125,2.97,PASS,1.044203e+00,2.289686e+00,5.802422e-01,5.058959e-01,5.801141e-01,7.434630e-02,5.083588e-06,5.084294e-06,5.065456e-06,9.161839e+04,1.093774e+04
sf,hbt_typ,mos_sf,res_typ,125,3.30,PASS,1.045485e+00,2.619686e+00,5.803291e-01,5.059824e-01,5.802059e-01,7.434670e-02,5.095919e-06,5.096618e-06,5.078444e-06,9.161844e+04,1.093772e+04
sf,hbt_typ,mos_sf,res_typ,125,3.63,PASS,1.046707e+00,2.949686e+00,5.804199e-01,5.060734e-01,5.802932e-01,7.434650e-02,5.108847e-06,5.109630e-06,5.090830e-06,9.161842e+04,1.093774e+04
fs,hbt_typ,mos_fs,res_typ,-40,2.97,PASS,1.239010e+00,2.085438e+00,7.900376e-01,7.476319e-01,7.899473e-01,4.240570e-02,5.072355e-06,5.071804e-06,5.050023e-06,8.892290e+04,1.062159e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.30,PASS,1.240544e+00,2.415438e+00,7.901004e-01,7.476943e-01,7.900141e-01,4.240610e-02,5.087923e-06,5.087381e-06,5.066520e-06,8.892295e+04,1.062159e+04
fs,hbt_typ,mos_fs,res_typ,-40,3.63,PASS,1.242004e+00,2.745438e+00,7.901625e-01,7.477558e-01,7.900774e-01,4.240670e-02,5.103368e-06,5.102806e-06,5.082225e-06,8.892298e+04,1.062161e+04
fs,hbt_typ,mos_fs,res_typ,27,2.97,PASS,1.162061e+00,2.137387e+00,7.084511e-01,6.532821e-01,7.083448e-01,5.516900e-02,5.073762e-06,5.073795e-06,5.053540e-06,8.978186e+04,1.072190e+04
fs,hbt_typ,mos_fs,res_typ,27,3.30,PASS,1.163467e+00,2.467387e+00,7.085243e-01,6.533548e-01,7.084227e-01,5.516950e-02,5.087721e-06,5.087747e-06,5.068341e-06,8.978171e+04,1.072190e+04
fs,hbt_typ,mos_fs,res_typ,27,3.63,PASS,1.164805e+00,2.797387e+00,7.085977e-01,6.534278e-01,7.084965e-01,5.516990e-02,5.101778e-06,5.101799e-06,5.082418e-06,8.978177e+04,1.072190e+04
fs,hbt_typ,mos_fs,res_typ,125,2.97,PASS,1.043734e+00,2.235065e+00,5.802069e-01,5.058607e-01,5.800805e-01,7.434620e-02,5.078588e-06,5.079286e-06,5.060701e-06,9.161843e+04,1.093774e+04
fs,hbt_typ,mos_fs,res_typ,125,3.30,PASS,1.045000e+00,2.565065e+00,5.802927e-01,5.059461e-01,5.801712e-01,7.434660e-02,5.090752e-06,5.091442e-06,5.073528e-06,9.161846e+04,1.093773e+04
fs,hbt_typ,mos_fs,res_typ,125,3.63,PASS,1.046206e+00,2.895065e+00,5.803823e-01,5.060360e-01,5.802575e-01,7.434630e-02,5.103497e-06,5.104271e-06,5.085750e-06,9.161844e+04,1.093772e+04
